id_registo,data_registo,unidade_organizacional,tipo_servico,indicador_si,taxa_resolucao,tempo_resposta,satisfacao_cidadao,volume_interacoes,canal_utilizado,taxa_abandono,erros_tecnicos,transparencia,feedback_cidadao,segmentacao_utilizador,area_tematica,indicador_kpi
1624,2024-11-12,Departamento De Saúde Pública,Serviços Digitais,79.13,84.12,63,3.8,308,Email,14.92,8,Sim,Falta De Informação,Empresa,Ambiente,75.77
1625,2024-11-29,Direcção De Serviços Financeiros,Telefone,83.73,83.50,46,4.3,399,Presencial,12.81,5,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,77.00
1626,2024-12-16,Departamento De Inovação E Digitalização,Chatbot,64.69,78.66,92,3.3,228,Chatbot,19.51,11,Não,Falta De Informação,Reforma/Pensionista,Educação,59.71
1627,2024-01-02,Direcção De Recursos Humanos,Atendimento Presencial,85.53,88.61,35,4.7,316,Portal,9.27,6,Sim,Excelente Atendimento,Cidadão,Saúde,85.87
1628,2024-01-19,Departamento De Planeamento Estratégico,Portal Online,82.90,83.76,69,4.2,298,Aplicacao_Movel,15.40,9,Sim,Falta De Informação,Estudante,Social,73.87
1629,2024-02-05,Serviços De Educação,Balcão Único,70.03,77.06,96,3.6,285,Telefone,18.69,11,Não,Processo Complicado,Funcionário Público,Cultura,62.26
1630,2024-02-22,Gabinete De Atendimento Ao Cidadão,Email,89.05,87.31,44,4.1,410,Email,9.33,6,Sim,Falta De Informação,Empresa,Mobilidade,82.06
1631,2024-03-10,Serviços De Ti,Serviços Digitais,77.89,85.26,53,4.1,375,Presencial,12.95,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,77.32
1632,2024-04-07,Departamento De Saúde Pública,Telefone,65.03,72.11,99,3.3,152,Chatbot,19.27,11,Não,Sistema Lento,Reforma/Pensionista,Digitalização,58.35
1633,2024-04-24,Direcção De Serviços Financeiros,Chatbot,76.37,81.60,60,3.9,382,Portal,14.77,9,Sim,Muito Satisfeito,Cidadão,Ambiente,72.47
1634,2024-05-11,Departamento De Inovação E Digitalização,Atendimento Presencial,63.80,74.06,105,3.5,226,Aplicacao_Movel,18.31,13,Não,Processo Complicado,Estudante,Inovação,58.10
1635,2024-05-28,Direcção De Recursos Humanos,Portal Online,74.90,78.46,78,3.7,297,Telefone,17.45,10,Não,Tempo De Espera Elevado,Funcionário Público,Educação,69.37
1636,2024-06-14,Departamento De Planeamento Estratégico,Balcão Único,86.96,93.48,33,4.4,335,Email,7.96,3,Sim,Muito Satisfeito,Empresa,Saúde,86.31
1637,2024-07-01,Serviços De Educação,Email,93.12,90.48,27,4.7,439,Presencial,5.84,3,Sim,Excelente Atendimento,Utilizador Vulnerável,Social,87.84
1638,2024-07-18,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,74.34,83.00,66,3.7,243,Chatbot,16.09,7,Sim,Falta De Informação,Reforma/Pensionista,Cultura,70.87
1639,2024-08-04,Serviços De Ti,Telefone,79.70,85.46,60,4.0,257,Portal,12.03,6,Sim,Muito Satisfeito,Cidadão,Mobilidade,78.09
1640,2024-08-21,Departamento De Saúde Pública,Chatbot,86.94,85.96,43,4.3,271,Aplicacao_Movel,10.16,3,Sim,Falta De Informação,Estudante,Habitação,84.48
1641,2024-09-18,Direcção De Serviços Financeiros,Atendimento Presencial,82.18,86.21,52,3.9,270,Telefone,13.07,7,Não,Muito Satisfeito,Funcionário Público,Digitalização,78.01
1642,2024-10-05,Departamento De Inovação E Digitalização,Portal Online,90.00,87.60,44,4.2,392,Email,6.29,3,Sim,Excelente Atendimento,Empresa,Ambiente,85.16
1643,2024-10-22,Direcção De Recursos Humanos,Balcão Único,76.71,79.46,68,3.7,200,Presencial,16.29,9,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,72.20
1644,2024-11-08,Departamento De Planeamento Estratégico,Email,63.62,70.68,102,3.4,256,Chatbot,23.94,14,Não,Processo Complicado,Reforma/Pensionista,Educação,54.61
1645,2024-11-25,Serviços De Educação,Serviços Digitais,84.03,84.66,60,4.1,380,Portal,9.31,5,Sim,Muito Satisfeito,Cidadão,Saúde,77.02
1646,2024-12-12,Gabinete De Atendimento Ao Cidadão,Telefone,80.08,80.59,55,3.9,222,Aplicacao_Movel,12.30,8,Sim,Falta De Informação,Estudante,Social,74.10
1647,2024-12-29,Serviços De Ti,Chatbot,70.81,80.29,86,3.6,287,Telefone,18.31,11,Sim,Sistema Lento,Funcionário Público,Cultura,65.15
1648,2024-01-15,Departamento De Saúde Pública,Atendimento Presencial,68.92,77.26,97,3.3,232,Email,21.31,10,Sim,Precisa Melhorias,Empresa,Mobilidade,61.33
1649,2024-02-01,Direcção De Serviços Financeiros,Portal Online,78.33,82.68,58,4.0,314,Presencial,11.52,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,73.24
1650,2024-02-29,Departamento De Inovação E Digitalização,Balcão Único,77.85,78.13,82,3.5,269,Chatbot,14.47,11,Não,Tempo De Espera Elevado,Reforma/Pensionista,Digitalização,67.54
1651,2024-03-17,Direcção De Recursos Humanos,Email,88.10,87.87,36,4.6,316,Portal,6.48,3,Sim,Muito Satisfeito,Cidadão,Ambiente,84.04
1652,2024-04-03,Departamento De Planeamento Estratégico,Serviços Digitais,84.33,84.80,49,4.0,396,Aplicacao_Movel,12.53,8,Sim,Falta De Informação,Estudante,Inovação,77.34
1653,2024-04-20,Serviços De Educação,Telefone,75.24,79.56,71,4.0,253,Telefone,17.10,10,Sim,Precisa Melhorias,Funcionário Público,Educação,69.89
1654,2024-05-07,Gabinete De Atendimento Ao Cidadão,Chatbot,64.80,76.28,101,3.6,295,Email,23.23,12,Sim,Processo Complicado,Empresa,Saúde,59.03
1655,2024-05-24,Serviços De Ti,Atendimento Presencial,68.51,76.09,108,3.0,183,Presencial,20.50,13,Não,Tempo De Espera Elevado,Utilizador Vulnerável,Social,55.02
1656,2024-06-10,Departamento De Saúde Pública,Portal Online,83.34,91.54,44,4.4,399,Chatbot,5.77,4,Sim,Falta De Informação,Reforma/Pensionista,Cultura,83.24
1657,2024-06-27,Direcção De Serviços Financeiros,Balcão Único,80.93,82.24,73,3.8,243,Portal,12.83,9,Sim,Muito Satisfeito,Cidadão,Mobilidade,72.39
1658,2024-07-14,Departamento De Inovação E Digitalização,Email,77.13,82.17,63,4.0,253,Aplicacao_Movel,10.40,7,Sim,Falta De Informação,Estudante,Habitação,74.38
1659,2024-08-11,Direcção De Recursos Humanos,Serviços Digitais,73.14,82.47,83,3.5,247,Telefone,13.72,9,Não,Processo Complicado,Funcionário Público,Digitalização,68.63
1660,2024-08-28,Departamento De Planeamento Estratégico,Telefone,66.21,76.15,99,3.2,267,Email,24.24,11,Não,Tempo De Espera Elevado,Empresa,Ambiente,55.62
1661,2024-09-14,Serviços De Educação,Chatbot,75.46,79.23,67,3.8,239,Presencial,12.66,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,70.41
1662,2024-10-01,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,77.80,81.17,68,4.2,283,Chatbot,12.47,9,Sim,Falta De Informação,Reforma/Pensionista,Educação,74.30
1663,2024-10-18,Serviços De Ti,Portal Online,68.26,80.61,91,3.5,243,Portal,18.54,12,Sim,Precisa Melhorias,Cidadão,Saúde,63.38
1664,2024-11-04,Departamento De Saúde Pública,Balcão Único,80.19,85.97,70,4.0,315,Aplicacao_Movel,12.68,6,Sim,Falta De Informação,Estudante,Social,73.65
1665,2024-11-21,Direcção De Serviços Financeiros,Email,80.74,84.97,55,3.8,327,Telefone,13.17,6,Sim,Muito Satisfeito,Funcionário Público,Cultura,76.74
1666,2024-12-08,Departamento De Inovação E Digitalização,Serviços Digitais,78.26,80.10,66,4.0,196,Email,13.55,6,Sim,Falta De Informação,Empresa,Mobilidade,71.44
1667,2024-12-25,Direcção De Recursos Humanos,Telefone,70.38,76.58,82,3.4,233,Presencial,16.20,9,Não,Sistema Lento,Utilizador Vulnerável,Habitação,66.84
1668,2024-01-22,Departamento De Planeamento Estratégico,Chatbot,81.48,86.27,40,4.3,314,Chatbot,7.70,4,Não,Falta De Informação,Reforma/Pensionista,Digitalização,81.51
1669,2024-02-08,Serviços De Educação,Atendimento Presencial,79.39,87.69,62,4.3,216,Portal,12.93,6,Sim,Muito Satisfeito,Cidadão,Ambiente,76.88
1670,2024-02-25,Gabinete De Atendimento Ao Cidadão,Portal Online,80.12,86.33,64,4.2,260,Aplicacao_Movel,13.34,9,Sim,Falta De Informação,Estudante,Inovação,73.40
1671,2024-03-13,Serviços De Ti,Balcão Único,76.38,84.68,66,3.9,355,Telefone,10.28,7,Sim,Muito Satisfeito,Funcionário Público,Educação,75.25
1672,2024-03-30,Departamento De Saúde Pública,Email,73.21,74.83,85,3.4,217,Email,19.89,11,Sim,Sistema Lento,Empresa,Saúde,63.23
1673,2024-04-16,Direcção De Serviços Financeiros,Serviços Digitais,70.70,81.62,83,3.8,235,Presencial,17.03,11,Não,Precisa Melhorias,Utilizador Vulnerável,Social,64.97
1674,2024-05-03,Departamento De Inovação E Digitalização,Telefone,68.35,79.90,87,3.5,278,Chatbot,16.97,9,Não,Processo Complicado,Reforma/Pensionista,Cultura,62.72
1675,2024-05-20,Direcção De Recursos Humanos,Chatbot,69.00,73.74,95,3.5,159,Portal,19.29,11,Sim,Tempo De Espera Elevado,Cidadão,Mobilidade,61.25
1676,2024-06-06,Departamento De Planeamento Estratégico,Atendimento Presencial,67.68,77.44,76,3.5,320,Aplicacao_Movel,16.29,11,Não,Falta De Informação,Estudante,Habitação,64.46
1677,2024-07-04,Serviços De Educação,Portal Online,88.44,87.42,34,4.1,233,Telefone,10.48,6,Não,Muito Satisfeito,Funcionário Público,Digitalização,82.01
1678,2024-07-21,Gabinete De Atendimento Ao Cidadão,Balcão Único,82.96,83.11,53,3.9,387,Email,11.78,8,Sim,Falta De Informação,Empresa,Ambiente,75.57
1679,2024-08-07,Serviços De Ti,Email,74.31,85.46,59,3.7,258,Presencial,14.61,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,72.77
1680,2024-08-24,Departamento De Saúde Pública,Serviços Digitais,67.95,77.39,88,3.6,215,Chatbot,17.75,12,Sim,Tempo De Espera Elevado,Reforma/Pensionista,Educação,64.88
1681,2024-09-10,Direcção De Serviços Financeiros,Telefone,88.98,89.22,31,4.8,402,Portal,5.17,3,Sim,Muito Satisfeito,Cidadão,Saúde,88.66
1682,2024-09-27,Departamento De Inovação E Digitalização,Chatbot,80.35,85.48,40,3.9,406,Aplicacao_Movel,12.64,6,Sim,Falta De Informação,Estudante,Social,79.84
1683,2024-10-14,Direcção De Recursos Humanos,Atendimento Presencial,83.93,89.24,39,4.3,436,Telefone,6.38,5,Sim,Muito Satisfeito,Funcionário Público,Cultura,82.01
1684,2024-10-31,Departamento De Planeamento Estratégico,Portal Online,78.09,79.56,64,3.7,313,Email,11.80,8,Sim,Falta De Informação,Empresa,Mobilidade,71.40
1685,2024-11-17,Serviços De Educação,Balcão Único,77.74,81.27,61,4.1,204,Presencial,11.35,9,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,73.92
1686,2024-12-15,Gabinete De Atendimento Ao Cidadão,Email,80.02,84.39,64,4.0,318,Chatbot,16.09,7,Não,Falta De Informação,Reforma/Pensionista,Digitalização,72.41
1687,2024-01-01,Serviços De Ti,Serviços Digitais,82.06,88.55,50,4.4,292,Portal,11.27,5,Sim,Muito Satisfeito,Cidadão,Ambiente,77.74
1688,2024-01-18,Departamento De Saúde Pública,Telefone,76.56,81.56,76,3.9,304,Aplicacao_Movel,12.66,9,Sim,Falta De Informação,Estudante,Inovação,70.10
1689,2024-02-04,Direcção De Serviços Financeiros,Chatbot,74.14,81.81,80,3.7,341,Telefone,15.09,9,Sim,Processo Complicado,Funcionário Público,Educação,67.18
1690,2024-02-21,Departamento De Inovação E Digitalização,Atendimento Presencial,77.65,80.97,74,3.7,333,Email,15.42,11,Não,Tempo De Espera Elevado,Empresa,Saúde,68.48
1691,2024-03-09,Direcção De Recursos Humanos,Portal Online,86.56,85.15,60,3.9,260,Presencial,8.44,5,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,78.07
1692,2024-03-26,Departamento De Planeamento Estratégico,Balcão Único,89.67,88.20,46,4.6,417,Chatbot,7.86,6,Sim,Falta De Informação,Reforma/Pensionista,Cultura,83.09
1693,2024-04-12,Serviços De Educação,Email,70.20,79.09,85,3.3,359,Portal,16.46,9,Não,Precisa Melhorias,Cidadão,Mobilidade,64.67
1694,2024-04-29,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,93.66,89.49,41,4.5,383,Aplicacao_Movel,7.10,2,Sim,Serviço Eficiente,Estudante,Habitação,86.81
1695,2024-05-27,Serviços De Ti,Telefone,69.34,78.49,87,3.5,249,Telefone,17.39,12,Não,Tempo De Espera Elevado,Funcionário Público,Digitalização,60.42
1696,2024-06-13,Departamento De Saúde Pública,Chatbot,72.08,80.58,81,3.8,368,Email,20.42,10,Não,Falta De Informação,Empresa,Ambiente,63.78
1697,2024-06-30,Direcção De Serviços Financeiros,Atendimento Presencial,82.60,82.81,62,4.0,299,Presencial,15.18,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,73.45
1698,2024-07-17,Departamento De Inovação E Digitalização,Portal Online,84.41,88.46,38,4.2,245,Chatbot,9.50,4,Sim,Bom Serviço,Reforma/Pensionista,Educação,85.41
1699,2024-08-03,Direcção De Recursos Humanos,Balcão Único,73.14,76.58,81,3.5,351,Portal,16.54,8,Não,Processo Complicado,Cidadão,Saúde,66.67
1700,2024-08-20,Departamento De Planeamento Estratégico,Email,84.50,88.64,42,4.3,299,Aplicacao_Movel,9.40,4,Sim,Falta De Informação,Estudante,Social,81.38
1701,2024-09-06,Serviços De Educação,Serviços Digitais,85.79,91.52,47,4.5,401,Telefone,10.23,5,Sim,Muito Satisfeito,Funcionário Público,Cultura,82.81
1702,2024-09-23,Gabinete De Atendimento Ao Cidadão,Telefone,81.55,85.84,51,4.1,303,Email,7.75,7,Sim,Falta De Informação,Empresa,Mobilidade,79.61
1703,2024-10-10,Serviços De Ti,Chatbot,77.45,80.23,72,3.7,273,Presencial,15.39,8,Não,Precisa Melhorias,Utilizador Vulnerável,Habitação,67.46
1704,2024-11-07,Departamento De Saúde Pública,Atendimento Presencial,87.01,89.16,56,4.4,251,Chatbot,8.55,6,Não,Falta De Informação,Reforma/Pensionista,Digitalização,79.27
1705,2024-11-24,Direcção De Serviços Financeiros,Portal Online,74.18,79.46,61,4.1,216,Portal,14.64,7,Sim,Muito Satisfeito,Cidadão,Ambiente,72.24
1706,2024-12-11,Departamento De Inovação E Digitalização,Balcão Único,81.85,83.72,61,3.9,282,Aplicacao_Movel,12.55,8,Sim,Falta De Informação,Estudante,Inovação,76.89
1707,2024-12-28,Direcção De Recursos Humanos,Email,72.43,77.39,73,3.5,214,Telefone,15.03,9,Não,Sistema Lento,Funcionário Público,Educação,67.47
1708,2024-01-14,Departamento De Planeamento Estratégico,Serviços Digitais,79.02,86.14,43,4.2,229,Email,13.07,5,Sim,Falta De Informação,Empresa,Saúde,78.66
1709,2024-01-31,Serviços De Educação,Telefone,78.38,83.05,74,4.0,212,Presencial,12.29,10,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,71.56
1710,2024-02-17,Gabinete De Atendimento Ao Cidadão,Chatbot,81.04,87.23,56,4.2,413,Chatbot,9.63,7,Sim,Falta De Informação,Reforma/Pensionista,Cultura,78.82
1711,2024-03-05,Serviços De Ti,Atendimento Presencial,85.96,87.71,29,4.6,387,Portal,6.36,3,Sim,Muito Satisfeito,Cidadão,Mobilidade,84.65
1712,2024-03-22,Departamento De Saúde Pública,Portal Online,72.45,78.58,76,3.6,208,Aplicacao_Movel,12.55,8,Sim,Sistema Lento,Estudante,Habitação,69.95
1713,2024-04-19,Direcção De Serviços Financeiros,Balcão Único,75.18,81.94,80,3.6,265,Telefone,16.20,8,Não,Precisa Melhorias,Funcionário Público,Digitalização,69.50
1714,2024-05-06,Departamento De Inovação E Digitalização,Email,71.06,80.47,85,3.7,253,Email,18.62,10,Não,Processo Complicado,Empresa,Ambiente,62.70
1715,2024-05-23,Direcção De Recursos Humanos,Serviços Digitais,87.32,93.35,33,4.7,335,Presencial,4.33,5,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Inovação,86.67
1716,2024-06-09,Departamento De Planeamento Estratégico,Telefone,77.99,79.65,69,4.0,231,Chatbot,17.32,8,Sim,Falta De Informação,Reforma/Pensionista,Educação,68.97
1717,2024-06-26,Serviços De Educação,Chatbot,82.85,91.38,36,4.5,342,Portal,9.11,5,Sim,Muito Satisfeito,Cidadão,Saúde,82.84
1718,2024-07-13,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,72.91,77.03,81,3.6,181,Aplicacao_Movel,18.64,10,Sim,Precisa Melhorias,Estudante,Social,67.29
1719,2024-07-30,Serviços De Ti,Portal Online,85.94,89.83,29,4.4,415,Telefone,9.53,4,Sim,Muito Satisfeito,Funcionário Público,Cultura,84.61
1720,2024-08-16,Departamento De Saúde Pública,Balcão Único,68.31,78.43,88,3.7,176,Email,20.75,10,Sim,Tempo De Espera Elevado,Empresa,Mobilidade,63.33
1721,2024-09-02,Direcção De Serviços Financeiros,Email,81.92,84.01,65,3.8,332,Presencial,15.39,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,72.56
1722,2024-09-30,Departamento De Inovação E Digitalização,Serviços Digitais,88.40,90.93,27,4.4,421,Chatbot,4.61,4,Não,Excelente Atendimento,Reforma/Pensionista,Digitalização,90.13
1723,2024-10-17,Direcção De Recursos Humanos,Telefone,91.09,91.72,14,4.4,383,Portal,2.27,2,Sim,Bom Serviço,Cidadão,Ambiente,90.90
1724,2024-11-03,Departamento De Planeamento Estratégico,Chatbot,78.34,80.97,60,3.7,238,Aplicacao_Movel,13.09,6,Sim,Falta De Informação,Estudante,Inovação,74.35
1725,2024-11-20,Serviços De Educação,Atendimento Presencial,84.26,85.81,47,4.4,282,Telefone,9.72,4,Sim,Muito Satisfeito,Funcionário Público,Educação,84.04
1726,2024-12-07,Gabinete De Atendimento Ao Cidadão,Portal Online,87.22,92.54,39,4.4,300,Email,5.30,2,Sim,Muito Satisfeito,Empresa,Saúde,87.61
1727,2024-12-24,Serviços De Ti,Balcão Único,70.16,80.49,73,3.5,355,Presencial,16.00,10,Sim,Sistema Lento,Utilizador Vulnerável,Social,67.12
1728,2024-01-10,Departamento De Saúde Pública,Email,86.20,90.54,45,4.5,283,Chatbot,7.57,4,Sim,Falta De Informação,Reforma/Pensionista,Cultura,80.98
1729,2024-01-27,Direcção De Serviços Financeiros,Serviços Digitais,87.22,84.21,42,4.1,404,Portal,8.58,5,Sim,Muito Satisfeito,Cidadão,Mobilidade,79.33
1730,2024-02-13,Departamento De Inovação E Digitalização,Telefone,75.24,84.10,76,3.8,360,Aplicacao_Movel,12.85,8,Sim,Falta De Informação,Estudante,Habitação,71.90
1731,2024-03-12,Direcção De Recursos Humanos,Chatbot,80.87,86.52,52,4.1,300,Telefone,13.27,6,Não,Muito Satisfeito,Funcionário Público,Digitalização,76.51
1732,2024-03-29,Departamento De Planeamento Estratégico,Atendimento Presencial,80.52,84.15,73,3.6,220,Email,12.94,7,Sim,Falta De Informação,Empresa,Ambiente,71.18
1733,2024-04-15,Serviços De Educação,Portal Online,76.20,84.30,62,4.2,378,Presencial,12.23,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,73.22
1734,2024-05-02,Gabinete De Atendimento Ao Cidadão,Balcão Único,91.31,89.42,35,4.7,414,Chatbot,9.33,5,Sim,Serviço Eficiente,Reforma/Pensionista,Educação,86.52
1735,2024-05-19,Serviços De Ti,Email,80.12,86.99,45,4.1,418,Portal,8.66,6,Sim,Muito Satisfeito,Cidadão,Saúde,79.77
1736,2024-06-05,Departamento De Saúde Pública,Serviços Digitais,66.69,74.72,91,3.3,312,Aplicacao_Movel,18.07,12,Não,Falta De Informação,Estudante,Social,61.59
1737,2024-06-22,Direcção De Serviços Financeiros,Telefone,71.91,77.02,70,3.8,297,Telefone,17.49,8,Não,Sistema Lento,Funcionário Público,Cultura,67.56
1738,2024-07-09,Departamento De Inovação E Digitalização,Chatbot,87.91,86.20,47,4.5,419,Email,7.60,6,Sim,Falta De Informação,Empresa,Mobilidade,83.47
1739,2024-07-26,Direcção De Recursos Humanos,Atendimento Presencial,92.75,89.42,39,4.2,286,Presencial,6.27,4,Sim,Serviço Eficiente,Utilizador Vulnerável,Habitação,85.93
1740,2024-08-23,Departamento De Planeamento Estratégico,Portal Online,76.52,78.11,80,3.7,334,Chatbot,15.07,10,Não,Tempo De Espera Elevado,Reforma/Pensionista,Digitalização,65.34
1741,2024-09-09,Serviços De Educação,Balcão Único,78.34,82.42,64,3.6,286,Portal,16.85,7,Sim,Muito Satisfeito,Cidadão,Ambiente,70.54
1742,2024-09-26,Gabinete De Atendimento Ao Cidadão,Email,87.64,85.51,40,4.2,273,Aplicacao_Movel,6.49,6,Sim,Falta De Informação,Estudante,Inovação,83.16
1743,2024-10-13,Serviços De Ti,Serviços Digitais,92.31,91.54,20,4.3,284,Telefone,6.57,4,Sim,Bom Serviço,Funcionário Público,Educação,89.54
1744,2024-10-30,Departamento De Saúde Pública,Telefone,81.18,86.24,54,4.2,296,Email,14.31,9,Sim,Falta De Informação,Empresa,Saúde,74.67
1745,2024-11-16,Direcção De Serviços Financeiros,Chatbot,86.12,91.25,23,4.4,424,Presencial,8.97,4,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Social,87.62
1746,2024-12-03,Departamento De Inovação E Digitalização,Atendimento Presencial,87.72,90.38,33,4.6,345,Chatbot,7.55,3,Sim,Falta De Informação,Reforma/Pensionista,Cultura,84.77
1747,2024-12-20,Direcção De Recursos Humanos,Portal Online,74.87,83.78,79,3.7,380,Portal,14.21,9,Sim,Sistema Lento,Cidadão,Mobilidade,69.96
1748,2024-01-06,Departamento De Planeamento Estratégico,Balcão Único,94.06,92.14,26,4.4,447,Aplicacao_Movel,2.77,2,Sim,Bom Serviço,Estudante,Habitação,90.27
1749,2024-02-03,Serviços De Educação,Email,84.35,86.94,55,4.3,381,Telefone,10.01,8,Não,Muito Satisfeito,Funcionário Público,Digitalização,78.96
1750,2024-02-20,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,75.21,82.56,68,3.5,325,Email,17.64,11,Sim,Tempo De Espera Elevado,Empresa,Ambiente,68.25
1751,2024-03-08,Serviços De Ti,Telefone,88.53,90.95,42,4.4,342,Presencial,9.04,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,82.04
1752,2024-03-25,Departamento De Saúde Pública,Chatbot,92.19,90.52,37,4.4,408,Chatbot,8.22,5,Sim,Excelente Atendimento,Reforma/Pensionista,Educação,87.61
1753,2024-04-11,Direcção De Serviços Financeiros,Atendimento Presencial,75.18,84.31,73,3.6,259,Portal,16.20,8,Sim,Muito Satisfeito,Cidadão,Saúde,71.09
1754,2024-04-28,Departamento De Inovação E Digitalização,Portal Online,89.74,92.49,36,4.3,361,Aplicacao_Movel,6.18,5,Sim,Serviço Eficiente,Estudante,Social,85.94
1755,2024-05-15,Direcção De Recursos Humanos,Balcão Único,84.96,86.69,43,4.1,270,Telefone,7.39,5,Sim,Muito Satisfeito,Funcionário Público,Cultura,83.70
1756,2024-06-01,Departamento De Planeamento Estratégico,Email,80.56,84.86,51,3.9,272,Email,14.11,8,Sim,Falta De Informação,Empresa,Mobilidade,75.98
1757,2024-06-18,Serviços De Educação,Serviços Digitais,83.81,82.99,63,3.9,341,Presencial,12.53,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,77.37
1758,2024-07-16,Gabinete De Atendimento Ao Cidadão,Telefone,85.08,84.28,41,4.3,271,Chatbot,11.89,6,Não,Falta De Informação,Reforma/Pensionista,Digitalização,80.25
1759,2024-08-02,Serviços De Ti,Chatbot,79.86,85.31,64,4.0,333,Portal,12.76,6,Sim,Muito Satisfeito,Cidadão,Ambiente,76.52
1760,2024-08-19,Departamento De Saúde Pública,Atendimento Presencial,92.45,93.17,7,4.9,280,Aplicacao_Movel,3.07,3,Sim,Resposta Rápida E Eficaz,Estudante,Inovação,93.89
1761,2024-09-05,Direcção De Serviços Financeiros,Portal Online,87.33,87.28,27,4.4,351,Telefone,8.12,5,Sim,Muito Satisfeito,Funcionário Público,Educação,86.25
1762,2024-09-22,Departamento De Inovação E Digitalização,Balcão Único,84.80,88.77,45,4.4,349,Email,7.29,5,Sim,Falta De Informação,Empresa,Saúde,81.76
1763,2024-10-09,Direcção De Recursos Humanos,Email,97.78,93.04,5,4.7,352,Presencial,4.67,0,Sim,Bom Serviço,Utilizador Vulnerável,Social,95.40
1764,2024-10-26,Departamento De Planeamento Estratégico,Serviços Digitais,79.79,81.96,59,3.9,342,Chatbot,14.56,5,Sim,Falta De Informação,Reforma/Pensionista,Cultura,75.89
1765,2024-11-12,Serviços De Educação,Telefone,86.94,90.72,32,4.3,384,Portal,9.54,6,Sim,Resposta Rápida E Eficaz,Cidadão,Mobilidade,85.16
1766,2024-11-29,Gabinete De Atendimento Ao Cidadão,Chatbot,82.76,80.20,61,4.1,238,Aplicacao_Movel,11.11,7,Sim,Falta De Informação,Estudante,Habitação,73.93
1767,2024-12-27,Serviços De Ti,Atendimento Presencial,94.04,94.00,24,4.9,348,Telefone,5.01,2,Não,Excelente Atendimento,Funcionário Público,Digitalização,92.73
1768,2024-01-13,Departamento De Saúde Pública,Portal Online,86.03,84.55,46,4.4,298,Email,8.05,4,Sim,Falta De Informação,Empresa,Ambiente,81.85
1769,2024-01-30,Direcção De Serviços Financeiros,Balcão Único,76.50,83.01,63,3.9,232,Presencial,14.21,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,72.86
1770,2024-02-16,Departamento De Inovação E Digitalização,Email,95.64,96.56,18,4.8,476,Chatbot,0.23,0,Sim,Resposta Rápida E Eficaz,Reforma/Pensionista,Educação,95.92
1771,2024-03-04,Direcção De Recursos Humanos,Serviços Digitais,92.33,89.22,28,4.3,398,Portal,7.79,5,Sim,Muito Satisfeito,Cidadão,Saúde,87.91
1772,2024-03-21,Departamento De Planeamento Estratégico,Telefone,80.81,84.09,52,3.9,211,Aplicacao_Movel,10.81,7,Sim,Falta De Informação,Estudante,Social,75.70
1773,2024-04-07,Serviços De Educação,Chatbot,80.64,88.48,50,4.0,276,Telefone,10.59,7,Sim,Muito Satisfeito,Funcionário Público,Cultura,78.73
1774,2024-04-24,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,79.84,83.05,61,3.9,379,Email,14.22,5,Sim,Falta De Informação,Empresa,Mobilidade,76.84
1775,2024-05-11,Serviços De Ti,Portal Online,88.05,89.38,36,4.7,272,Presencial,4.06,2,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Habitação,87.96
1776,2024-06-08,Departamento De Saúde Pública,Balcão Único,88.66,88.02,31,4.3,452,Chatbot,5.01,3,Não,Muito Satisfeito,Reforma/Pensionista,Digitalização,87.70
1777,2024-06-25,Direcção De Serviços Financeiros,Email,93.71,95.42,17,5.0,467,Portal,5.21,3,Sim,Excelente Atendimento,Cidadão,Ambiente,94.38
1778,2024-07-12,Departamento De Inovação E Digitalização,Serviços Digitais,89.50,90.13,45,4.2,421,Aplicacao_Movel,8.12,4,Sim,Falta De Informação,Estudante,Inovação,81.96
1779,2024-07-29,Direcção De Recursos Humanos,Telefone,90.01,92.28,33,4.9,387,Telefone,7.41,4,Sim,Serviço Eficiente,Funcionário Público,Educação,89.94
